task_id,plane_work_item_id,plane_issue_id,plane_project_id,project_key,title,description,task_type,required_stack,required_skills,complexity,priority,business_criticality,deadline_days,estimated_hours,dependencies_count,is_growth_task,source,created_at,updated_at
TASK-0333,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Оптимизировать SQL-запросы в отчётах — аналитического dashboard,Переписать тяжёлые запросы аналитики и добавить индексы для ускорения отчётов. Контекст задачи: fairness analysis.,database_migration,"[""PostgreSQL""]","{""PostgreSQL"": 4, ""System Design"": 3, ""Testing"": 3, ""risk_management"": 3}",3,medium,4,31,41,0,False,synthetic,2024-12-25T00:00:00,2024-12-31T00:00:00
TASK-0334,,,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Реализовать фильтр задач на dashboard — пайплайна рекомендаций,"Добавить фильтры по проекту, статусу, приоритету и recommended assignee. Контекст задачи: permissions.",frontend_feature,"[""React"", ""TypeScript"", ""Next.js"", ""HTML/CSS""]","{""HTML/CSS"": 3, ""Next.js"": 2, ""React"": 3, ""Testing"": 2, ""TypeScript"": 3}",4,none,3,55,29,6,True,synthetic,2025-05-20T00:00:00,2025-06-04T00:00:00
TASK-0335,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить integration test PlaneClient — аналитического dashboard,"Проверить чтение проектов и задач, если задан PLANE_API_KEY. Контекст задачи: dashboard.",testing_task,[],"{""API Design"": 2, ""Testing"": 4, ""documentation"": 2}",3,urgent,4,17,32,7,False,synthetic,2023-06-01T00:00:00,2023-06-22T00:00:00
TASK-0336,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Настроить Docker Compose для dev-окружения — интеграции с Plane,Подготовить локальный запуск сервисов COMPASS AI рядом с self-hosted Plane. Контекст задачи: audit logs.,devops_task,"[""Docker""]","{""CI/CD"": 3, ""Docker"": 4, ""Monitoring"": 3, ""Security"": 2}",4,urgent,5,2,27,4,False,synthetic,2026-01-30T00:00:00,2026-01-31T00:00:00
TASK-0337,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить карточку рекомендации исполнителя — аналитического dashboard,"Показать top-3 кандидатов, score и краткое объяснение на странице задачи. Контекст задачи: recommendation engine.",frontend_feature,"[""React"", ""TypeScript"", ""Next.js"", ""HTML/CSS""]","{""HTML/CSS"": 3, ""Next.js"": 2, ""React"": 3, ""Testing"": 2, ""TypeScript"": 3}",4,medium,4,15,23,0,False,synthetic,2023-06-28T00:00:00,2023-07-11T00:00:00
TASK-0338,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Рефакторинг расчёта recommendation score — экспорта данных,"Выделить отдельные функции для skill, workload, growth и risk score. Контекст задачи: auth.",refactoring,[],"{""System Design"": 3, ""Testing"": 3, ""code_review"": 3, ""documentation"": 2}",4,high,4,9,37,8,False,synthetic,2023-10-12T00:00:00,2023-10-16T00:00:00
TASK-0339,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Собрать датасет пар задача-сотрудник — интеграции с Plane,"Построить training_pairs.parquet с task features, employee features, pair features и success_label. Контекст задачи: ML pipeline.",ml_pipeline,"[""Python"", ""PyTorch""]","{""Data Analysis"": 3, ""Machine Learning"": 3, ""PyTorch"": 3, ""Python"": 4, ""data_pipelines"": 3}",3,high,3,56,43,4,False,synthetic,2023-07-11T00:00:00,2023-07-23T00:00:00
TASK-0340,,,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Рефакторинг расчёта recommendation score — экспорта данных,"Выделить отдельные функции для skill, workload, growth и risk score. Контекст задачи: team workload.",refactoring,[],"{""System Design"": 3, ""Testing"": 3, ""code_review"": 3, ""documentation"": 2}",4,high,4,43,32,8,False,synthetic,2026-05-05T00:00:00,2026-05-10T00:00:00
TASK-0341,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Реализовать JWT-авторизацию — ML-пайплайна,"Добавить login endpoint, refresh token flow, logout сценарий и защиту приватных endpoint-ов. Контекст задачи: model metrics.",backend_feature,"[""Python"", ""FastAPI"", ""PostgreSQL""]","{""API Design"": 3, ""FastAPI"": 3, ""PostgreSQL"": 2, ""Python"": 3, ""Testing"": 2}",3,low,3,20,36,8,False,synthetic,2023-10-07T00:00:00,2023-10-07T00:00:00
TASK-0342,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Добавить экспорт аналитики в CSV — аналитического dashboard,"Сформировать CSV-отчёт по задачам, рекомендациям, загрузке и рискам. Контекст задачи: data export.",analytics_report,"[""PostgreSQL"", ""Python""]","{""Data Analysis"": 3, ""PostgreSQL"": 2, ""Python"": 2, ""documentation"": 2}",3,high,5,12,37,4,False,synthetic,2026-03-18T00:00:00,2026-04-07T00:00:00
TASK-0343,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Собрать отчёт по fairness рекомендаций — ML-пайплайна,"Проверить, не выбираются ли почти всегда senior и не игнорируются ли junior сотрудники. Контекст задачи: permissions.",analytics_report,"[""PostgreSQL"", ""Python""]","{""Data Analysis"": 3, ""PostgreSQL"": 2, ""Python"": 2, ""documentation"": 2}",2,urgent,2,25,35,2,False,synthetic,2026-05-05T00:00:00,2026-05-16T00:00:00
TASK-0344,,,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Описать локальный запуск проекта — аналитического dashboard,"Добавить документацию по запуску Plane, COMPASS API, dashboard и генерации данных. Контекст задачи: team workload.",documentation_task,[],"{""communication"": 2, ""documentation"": 4, ""ownership"": 2}",1,medium,1,26,21,0,True,synthetic,2024-01-10T00:00:00,2024-01-27T00:00:00
TASK-0345,,,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Описать локальный запуск проекта — экспорта данных,"Добавить документацию по запуску Plane, COMPASS API, dashboard и генерации данных. Контекст задачи: analytics.",documentation_task,[],"{""communication"": 2, ""documentation"": 4, ""ownership"": 2}",1,high,3,31,3,6,True,synthetic,2024-08-06T00:00:00,2024-08-06T00:00:00
TASK-0346,,,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Добавить карточку рекомендации исполнителя — пайплайна рекомендаций,"Показать top-3 кандидатов, score и краткое объяснение на странице задачи. Контекст задачи: reporting.",frontend_feature,"[""React"", ""TypeScript"", ""Next.js"", ""HTML/CSS""]","{""HTML/CSS"": 3, ""Next.js"": 2, ""React"": 3, ""Testing"": 2, ""TypeScript"": 3}",3,high,4,41,34,0,False,synthetic,2024-01-24T00:00:00,2024-02-12T00:00:00
TASK-0347,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Упростить слой интеграции с Plane — экспорта данных,"Разделить API-клиент, mapping и форматирование комментариев по отдельным модулям. Контекст задачи: ML pipeline.",refactoring,[],"{""System Design"": 3, ""Testing"": 3, ""code_review"": 3, ""documentation"": 2}",4,medium,3,54,20,3,False,synthetic,2025-06-04T00:00:00,2025-06-20T00:00:00
TASK-0348,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Разделить генератор данных на независимые шаги — системы уведомлений,"Сделать генерацию сотрудников, задач и назначений независимой и воспроизводимой. Контекст задачи: dashboard.",refactoring,[],"{""System Design"": 3, ""Testing"": 3, ""code_review"": 3, ""documentation"": 2}",4,high,5,25,31,0,False,synthetic,2024-10-25T00:00:00,2024-11-07T00:00:00
TASK-0349,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить тесты rule-based ranker — модуля безопасности,"Проверить сортировку top-3, penalty за перегруз и growth mode. Контекст задачи: reporting.",testing_task,[],"{""API Design"": 2, ""Testing"": 4, ""documentation"": 2}",1,medium,1,24,24,6,False,synthetic,2025-11-20T00:00:00,2025-12-02T00:00:00
TASK-0350,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Реализовать JWT-авторизацию — пайплайна рекомендаций,"Добавить login endpoint, refresh token flow, logout сценарий и защиту приватных endpoint-ов. Контекст задачи: billing.",backend_feature,"[""Python"", ""FastAPI"", ""PostgreSQL""]","{""API Design"": 3, ""FastAPI"": 3, ""PostgreSQL"": 2, ""Python"": 3, ""Testing"": 2}",3,medium,3,41,20,4,False,synthetic,2024-01-24T00:00:00,2024-02-02T00:00:00
TASK-0351,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить миграцию для хранения model scores — системы отчётов,"Сохранять score модели, режим рекомендации и дату расчёта. Контекст задачи: fairness analysis.",database_migration,"[""PostgreSQL""]","{""PostgreSQL"": 4, ""System Design"": 3, ""Testing"": 3, ""risk_management"": 3}",5,low,5,26,54,2,False,synthetic,2024-11-17T00:00:00,2024-11-29T00:00:00
TASK-0352,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить integration test PlaneClient — системы уведомлений,"Проверить чтение проектов и задач, если задан PLANE_API_KEY. Контекст задачи: analytics.",testing_task,[],"{""API Design"": 2, ""Testing"": 4, ""documentation"": 2}",3,urgent,4,55,10,7,False,synthetic,2024-09-19T00:00:00,2024-10-05T00:00:00
TASK-0353,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить безопасную обработку API token — ML-пайплайна,"Проверить, что Plane API token берётся из .env и не сохраняется в git. Контекст задачи: team workload.",security_task,[],"{""Security"": 4, ""System Design"": 3, ""Testing"": 3, ""risk_management"": 3}",3,low,3,50,52,7,False,synthetic,2024-05-12T00:00:00,2024-05-21T00:00:00
TASK-0354,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Оптимизировать SQL-запросы в отчётах — системы уведомлений,Переписать тяжёлые запросы аналитики и добавить индексы для ускорения отчётов. Контекст задачи: team workload.,database_migration,"[""PostgreSQL""]","{""PostgreSQL"": 4, ""System Design"": 3, ""Testing"": 3, ""risk_management"": 3}",4,low,5,44,41,3,False,synthetic,2023-03-22T00:00:00,2023-04-10T00:00:00
TASK-0355,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Добавить text embeddings для описаний задач — аналитического dashboard,Использовать multilingual sentence-transformer для векторизации title и description. Контекст задачи: billing.,ml_pipeline,"[""Python"", ""PyTorch""]","{""Data Analysis"": 3, ""Machine Learning"": 3, ""PyTorch"": 3, ""Python"": 4, ""data_pipelines"": 3}",4,low,5,20,31,0,False,synthetic,2024-11-28T00:00:00,2024-11-30T00:00:00
TASK-0356,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Добавить text embeddings для описаний задач — модуля командной загрузки,Использовать multilingual sentence-transformer для векторизации title и description. Контекст задачи: model metrics.,ml_pipeline,"[""Python"", ""PyTorch""]","{""Data Analysis"": 3, ""Machine Learning"": 3, ""PyTorch"": 3, ""Python"": 4, ""data_pipelines"": 3}",3,medium,3,49,45,1,False,synthetic,2023-08-05T00:00:00,2023-08-18T00:00:00
TASK-0357,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить проверку Plane API token — ML-пайплайна,Сделать понятную диагностику ошибок авторизации и недоступности Plane API. Контекст задачи: audit logs.,api_integration,"[""FastAPI""]","{""API Design"": 3, ""FastAPI"": 3, ""Testing"": 2, ""documentation"": 2}",3,urgent,3,21,24,1,False,synthetic,2023-04-18T00:00:00,2023-05-06T00:00:00
